who,problem,when,try,problem_len,input_len,output_len,diff,result,start_time,consume_time
*Jihad701,B,2024-03-22 18:18:00,2,95,95,23,0,0,2024-03-22 17:35:00,43.0
*Jihad701,A,2024-03-22 18:40:00,1,139,85,21,0,0,2024-03-22 18:18:00,22.0
*John_zyj,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
*John_zyj,B,2024-03-22 17:45:00,1,95,95,23,0,1,2024-03-22 17:39:00,6.0
*John_zyj,C,2024-03-22 18:00:00,1,95,116,44,1,1,2024-03-22 17:45:00,15.0
*John_zyj,D,2024-03-22 18:25:00,2,115,96,25,1,1,2024-03-22 18:00:00,25.0
*Kaitokid,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Kaitokid,B,2024-03-22 17:45:00,1,95,95,23,0,1,2024-03-22 17:38:00,7.0
*Kaitokid,C,2024-03-22 18:00:00,1,95,116,44,1,1,2024-03-22 17:45:00,15.0
*Kaitokid,D,2024-03-22 18:21:00,2,115,96,25,1,1,2024-03-22 18:00:00,21.0
*Kaitokid,E,2024-03-22 18:52:00,2,121,128,20,2,1,2024-03-22 18:21:00,31.0
*Kaitokid,F,2024-03-22 19:26:00,1,93,136,15,2,0,2024-03-22 18:52:00,34.0
*Kashaf_Anwar,A,2024-03-22 18:27:00,4,139,85,21,0,0,2024-03-22 17:35:00,52.0
*Kashaf_Anwar,B,2024-03-22 18:41:00,4,95,95,23,0,0,2024-03-22 18:27:00,14.0
*KroosTheKeenGlint,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*KroosTheKeenGlint,B,2024-03-22 17:43:00,1,95,95,23,0,1,2024-03-22 17:38:00,5.0
*KroosTheKeenGlint,C,2024-03-22 17:57:00,1,95,116,44,1,1,2024-03-22 17:43:00,14.0
*KroosTheKeenGlint,D,2024-03-22 18:08:00,1,115,96,25,1,1,2024-03-22 17:57:00,11.0
*KroosTheKeenGlint,E,2024-03-22 18:34:00,1,121,128,20,2,1,2024-03-22 18:08:00,26.0
*Kude,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Kude,B,2024-03-22 17:45:00,1,95,95,23,0,1,2024-03-22 17:38:00,7.0
*Kude,C,2024-03-22 17:58:00,1,95,116,44,1,1,2024-03-22 17:45:00,13.0
*Kude,D,2024-03-22 18:13:00,1,115,96,25,1,1,2024-03-22 17:58:00,15.0
*Kude,E,2024-03-22 18:29:00,1,121,128,20,2,1,2024-03-22 18:13:00,16.0
*Kude,F,2024-03-22 19:07:00,1,93,136,15,2,1,2024-03-22 18:29:00,38.0
*KumaTachiRen,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
*KumaTachiRen,B,2024-03-22 17:46:00,1,95,95,23,0,1,2024-03-22 17:46:00,0.0
*KumaTachiRen,C,2024-03-22 17:56:00,1,95,116,44,1,1,2024-03-22 17:46:00,10.0
*KumaTachiRen,E,2024-03-22 18:26:00,2,121,128,20,2,1,2024-03-22 17:56:00,30.0
*KumaTachiRen,D,2024-03-22 18:35:00,1,115,96,25,1,1,2024-03-22 18:26:00,9.0
*Linx,B,2024-03-22 17:47:00,1,95,95,23,0,1,2024-03-22 17:35:00,12.0
*Linx,A,2024-03-22 18:00:00,3,139,85,21,0,1,2024-03-22 17:47:00,13.0
*Linx,C,2024-03-22 18:01:00,2,95,116,44,1,1,2024-03-22 18:00:00,1.0
*Linx,D,2024-03-22 18:10:00,1,115,96,25,1,1,2024-03-22 18:01:00,9.0
*Linx,E,2024-03-22 18:39:00,1,121,128,20,2,1,2024-03-22 18:10:00,29.0
*LipArcanjo,A,2024-03-22 17:47:00,2,139,85,21,0,1,2024-03-22 17:35:00,12.0
*LipArcanjo,C,2024-03-22 17:47:00,2,95,116,44,1,1,2024-03-22 17:47:00,0.0
*LipArcanjo,B,2024-03-22 17:48:00,3,95,95,23,0,1,2024-03-22 17:47:00,1.0
*LipArcanjo,E,2024-03-22 18:37:00,2,121,128,20,2,1,2024-03-22 17:48:00,49.0
*LipArcanjo,F,2024-03-22 19:15:00,5,93,136,15,2,1,2024-03-22 18:37:00,38.0
*LipArcanjo,D,2024-03-22 19:23:00,3,115,96,25,1,0,2024-03-22 19:15:00,8.0
*Liuxizai,E,2024-03-22 18:17:00,1,121,128,20,2,1,2024-03-22 17:35:00,42.0
*Liuxizai,F,2024-03-22 18:50:00,1,93,136,15,2,1,2024-03-22 18:17:00,33.0
*M.Nauman,A,2024-03-22 17:53:00,1,139,85,21,0,0,2024-03-22 17:35:00,18.0
*M.Nauman,B,2024-03-22 19:25:00,1,95,95,23,0,0,2024-03-22 17:53:00,92.0
*M998244353,D,2024-03-22 18:16:00,2,115,96,25,1,1,2024-03-22 17:35:00,41.0
*M998244353,E,2024-03-22 19:25:00,1,121,128,20,2,0,2024-03-22 18:16:00,69.0
*Makabaka_307,A,2024-03-22 17:42:00,1,139,85,21,0,0,2024-03-22 17:35:00,7.0
*Makabaka_307,B,2024-03-22 18:04:00,1,95,95,23,0,0,2024-03-22 17:42:00,22.0
*Marckess,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Marckess,B,2024-03-22 17:44:00,1,95,95,23,0,1,2024-03-22 17:38:00,6.0
*Marckess,C,2024-03-22 17:51:00,1,95,116,44,1,1,2024-03-22 17:44:00,7.0
*Marckess,D,2024-03-22 18:07:00,1,115,96,25,1,1,2024-03-22 17:51:00,16.0
*Marckess,E,2024-03-22 18:25:00,1,121,128,20,2,1,2024-03-22 18:07:00,18.0
*MateoCV,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
*MateoCV,B,2024-03-22 17:48:00,2,95,95,23,0,1,2024-03-22 17:39:00,9.0
*MateoCV,C,2024-03-22 18:08:00,2,95,116,44,1,1,2024-03-22 17:48:00,20.0
*MateoCV,D,2024-03-22 18:33:00,1,115,96,25,1,1,2024-03-22 18:08:00,25.0
*MateoCV,E,2024-03-22 19:13:00,1,121,128,20,2,1,2024-03-22 18:33:00,40.0
*MateoCV,F,2024-03-22 19:34:00,1,93,136,15,2,0,2024-03-22 19:13:00,21.0
*Misuki,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Misuki,B,2024-03-22 17:44:00,1,95,95,23,0,1,2024-03-22 17:38:00,6.0
*Misuki,C,2024-03-22 17:53:00,1,95,116,44,1,1,2024-03-22 17:44:00,9.0
*Misuki,D,2024-03-22 18:37:00,4,115,96,25,1,0,2024-03-22 17:53:00,44.0
*Misuki,F,2024-03-22 19:34:00,2,93,136,15,2,1,2024-03-22 18:37:00,57.0
*Morisz10,A,2024-03-22 17:40:00,1,139,85,21,0,0,2024-03-22 17:35:00,5.0
*Morisz10,B,2024-03-22 17:48:00,1,95,95,23,0,1,2024-03-22 17:40:00,8.0
*Morisz10,C,2024-03-22 18:02:00,1,95,116,44,1,1,2024-03-22 17:48:00,14.0
*MridulAhi,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
*MridulAhi,B,2024-03-22 17:44:00,1,95,95,23,0,1,2024-03-22 17:37:00,7.0
*MridulAhi,C,2024-03-22 17:51:00,1,95,116,44,1,1,2024-03-22 17:44:00,7.0
*MridulAhi,D,2024-03-22 18:08:00,2,115,96,25,1,1,2024-03-22 17:51:00,17.0
*MridulAhi,E,2024-03-22 18:43:00,1,121,128,20,2,1,2024-03-22 18:08:00,35.0
*MridulAhi,F,2024-03-22 19:22:00,2,93,136,15,2,1,2024-03-22 18:43:00,39.0
*Mtaylor,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
*Mtaylor,B,2024-03-22 17:58:00,3,95,95,23,0,1,2024-03-22 17:37:00,21.0
*Mtaylor,C,2024-03-22 18:08:00,3,95,116,44,1,1,2024-03-22 17:58:00,10.0
*Mtaylor,D,2024-03-22 18:26:00,1,115,96,25,1,1,2024-03-22 18:08:00,18.0
*Mtaylor,E,2024-03-22 18:53:00,1,121,128,20,2,1,2024-03-22 18:26:00,27.0
*Nephren_Sakura,A,2024-03-22 17:37:00,1,139,85,21,0,0,2024-03-22 17:35:00,2.0
*Nephren_Sakura,B,2024-03-22 17:42:00,1,95,95,23,0,0,2024-03-22 17:37:00,5.0
*Nephren_Sakura,C,2024-03-22 18:15:00,1,95,116,44,1,0,2024-03-22 17:42:00,33.0
*Nephren_Sakura,D,2024-03-22 19:26:00,3,115,96,25,1,0,2024-03-22 18:15:00,71.0
*Nevll,E,2024-03-22 18:40:00,4,121,128,20,2,1,2024-03-22 17:35:00,65.0
*Nevll,D,2024-03-22 18:57:00,1,115,96,25,1,1,2024-03-22 18:40:00,17.0
*Nika_Tamliani,A,2024-03-22 17:36:00,1,139,85,21,0,1,2024-03-22 17:35:00,1.0
*Nika_Tamliani,B,2024-03-22 17:42:00,2,95,95,23,0,1,2024-03-22 17:36:00,6.0
*Nika_Tamliani,C,2024-03-22 17:53:00,1,95,116,44,1,1,2024-03-22 17:42:00,11.0
*Nika_Tamliani,D,2024-03-22 18:08:00,1,115,96,25,1,1,2024-03-22 17:53:00,15.0
*Nika_Tamliani,E,2024-03-22 18:30:00,1,121,128,20,2,1,2024-03-22 18:08:00,22.0
*Nika_Tamliani,F,2024-03-22 19:34:00,1,93,136,15,2,0,2024-03-22 18:30:00,64.0
*Noxus,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
*Noxus,B,2024-03-22 18:02:00,3,95,95,23,0,1,2024-03-22 17:44:00,18.0
*Noxus,C,2024-03-22 18:13:00,1,95,116,44,1,1,2024-03-22 18:02:00,11.0
*Noxus,D,2024-03-22 18:42:00,4,115,96,25,1,0,2024-03-22 18:13:00,29.0
*OneShhhhhh,A,2024-03-22 17:41:00,1,139,85,21,0,0,2024-03-22 17:35:00,6.0
*OneShhhhhh,B,2024-03-22 18:33:00,3,95,95,23,0,0,2024-03-22 17:41:00,52.0
*OneShhhhhh,C,2024-03-22 19:15:00,1,95,116,44,1,0,2024-03-22 18:33:00,42.0
*Owmicron,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
*Owmicron,B,2024-03-22 17:45:00,2,95,95,23,0,1,2024-03-22 17:37:00,8.0
*Owmicron,C,2024-03-22 18:02:00,1,95,116,44,1,1,2024-03-22 17:45:00,17.0
*Owmicron,D,2024-03-22 18:39:00,1,115,96,25,1,1,2024-03-22 18:02:00,37.0
*Owmicron,E,2024-03-22 19:23:00,2,121,128,20,2,1,2024-03-22 18:39:00,44.0
*P_Minda,A,2024-03-22 18:00:00,1,139,85,21,0,0,2024-03-22 17:35:00,25.0
*P_Minda,B,2024-03-22 19:16:00,1,95,95,23,0,0,2024-03-22 18:00:00,76.0
*P_Minda,C,2024-03-22 19:26:00,1,95,116,44,1,0,2024-03-22 19:16:00,10.0
*PeruvianCartel,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
*PeruvianCartel,B,2024-03-22 17:44:00,1,95,95,23,0,1,2024-03-22 17:39:00,5.0
*PeruvianCartel,C,2024-03-22 17:56:00,1,95,116,44,1,1,2024-03-22 17:44:00,12.0
*PeruvianCartel,D,2024-03-22 18:08:00,1,115,96,25,1,1,2024-03-22 17:56:00,12.0
*PeruvianCartel,E,2024-03-22 19:19:00,2,121,128,20,2,1,2024-03-22 18:08:00,71.0
*Powo456,A,2024-03-22 19:11:00,3,139,85,21,0,0,2024-03-22 17:35:00,96.0
*Powo456,B,2024-03-22 19:12:00,3,95,95,23,0,0,2024-03-22 19:11:00,1.0
*Pq_oqtg_96VtCmVqT_tqwpfu,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Pq_oqtg_96VtCmVqT_tqwpfu,B,2024-03-22 17:41:00,1,95,95,23,0,1,2024-03-22 17:38:00,3.0
*Pq_oqtg_96VtCmVqT_tqwpfu,C,2024-03-22 17:47:00,1,95,116,44,1,1,2024-03-22 17:41:00,6.0
*Pq_oqtg_96VtCmVqT_tqwpfu,D,2024-03-22 17:55:00,1,115,96,25,1,1,2024-03-22 17:47:00,8.0
*Pq_oqtg_96VtCmVqT_tqwpfu,E,2024-03-22 18:07:00,2,121,128,20,2,1,2024-03-22 17:55:00,12.0
*Pq_oqtg_96VtCmVqT_tqwpfu,F,2024-03-22 18:24:00,1,93,136,15,2,1,2024-03-22 18:07:00,17.0
*Prismriver,C,2024-03-22 17:41:00,1,95,116,44,1,1,2024-03-22 17:35:00,6.0
*Prismriver,D,2024-03-22 18:23:00,2,115,96,25,1,0,2024-03-22 17:41:00,42.0
*RHEEE,A,2024-03-22 17:56:00,1,139,85,21,0,0,2024-03-22 17:35:00,21.0
*RHEEE,B,2024-03-22 18:55:00,5,95,95,23,0,0,2024-03-22 17:56:00,59.0
*RaghavWadhwa,A,2024-03-22 18:00:00,1,139,85,21,0,0,2024-03-22 17:35:00,25.0
*RaghavWadhwa,B,2024-03-22 18:24:00,1,95,95,23,0,0,2024-03-22 18:00:00,24.0
*RaghavWadhwa,C,2024-03-22 19:26:00,2,95,116,44,1,0,2024-03-22 18:24:00,62.0
*RecursiveCo,A,2024-03-22 19:07:00,1,139,85,21,0,1,2024-03-22 17:35:00,92.0
*RecursiveCo,B,2024-03-22 19:11:00,1,95,95,23,0,1,2024-03-22 19:07:00,4.0
*Rio007,A,2024-03-22 17:49:00,1,139,85,21,0,0,2024-03-22 17:35:00,14.0
*Rio007,B,2024-03-22 19:10:00,1,95,95,23,0,0,2024-03-22 17:49:00,81.0
*RobertoFirmino,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
*RobertoFirmino,B,2024-03-22 17:45:00,1,95,95,23,0,1,2024-03-22 17:39:00,6.0
*RobertoFirmino,C,2024-03-22 17:52:00,1,95,116,44,1,1,2024-03-22 17:45:00,7.0
*RobertoFirmino,D,2024-03-22 18:07:00,1,115,96,25,1,1,2024-03-22 17:52:00,15.0
*RobertoFirmino,E,2024-03-22 18:24:00,1,121,128,20,2,1,2024-03-22 18:07:00,17.0
*RobertoFirmino,F,2024-03-22 18:57:00,1,93,136,15,2,1,2024-03-22 18:24:00,33.0
*Rubikun,A,2024-03-22 17:36:00,1,139,85,21,0,1,2024-03-22 17:35:00,1.0
*Rubikun,B,2024-03-22 17:39:00,1,95,95,23,0,1,2024-03-22 17:36:00,3.0
*Rubikun,C,2024-03-22 17:42:00,1,95,116,44,1,1,2024-03-22 17:39:00,3.0
*Rubikun,D,2024-03-22 17:50:00,1,115,96,25,1,1,2024-03-22 17:42:00,8.0
*Rubikun,E,2024-03-22 17:58:00,1,121,128,20,2,1,2024-03-22 17:50:00,8.0
*Rubikun,F,2024-03-22 18:29:00,1,93,136,15,2,1,2024-03-22 17:58:00,31.0
*Ryehl,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
*Ryehl,B,2024-03-22 17:43:00,1,95,95,23,0,1,2024-03-22 17:37:00,6.0
*SaMuEl0516,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
*SaMuEl0516,B,2024-03-22 17:50:00,1,95,95,23,0,1,2024-03-22 17:45:00,5.0
*SaMuEl0516,C,2024-03-22 18:05:00,1,95,116,44,1,1,2024-03-22 17:50:00,15.0
*SaMuEl0516,D,2024-03-22 19:02:00,2,115,96,25,1,1,2024-03-22 18:05:00,57.0
*SaiDinesh01,A,2024-03-22 18:06:00,3,139,85,21,0,0,2024-03-22 17:35:00,31.0
*SaiDinesh01,B,2024-03-22 18:31:00,1,95,95,23,0,0,2024-03-22 18:06:00,25.0
*SanguineChameleon,F,2024-03-22 18:19:00,1,93,136,15,2,1,2024-03-22 17:35:00,44.0
*SanguineChameleon,E,2024-03-22 18:47:00,2,121,128,20,2,1,2024-03-22 18:19:00,28.0
*SanguineChameleon,D,2024-03-22 19:03:00,1,115,96,25,1,1,2024-03-22 18:47:00,16.0
*SanguineChameleon,C,2024-03-22 19:26:00,1,95,116,44,1,1,2024-03-22 19:03:00,23.0
*SanguineChameleon,A,2024-03-22 19:34:00,1,139,85,21,0,1,2024-03-22 19:26:00,8.0
*Sanketg2003,A,2024-03-22 18:04:00,1,139,85,21,0,0,2024-03-22 17:35:00,29.0
*Sanketg2003,B,2024-03-22 18:53:00,1,95,95,23,0,0,2024-03-22 18:04:00,49.0
*Sarvesh2799,A,2024-03-22 18:13:00,1,139,85,21,0,0,2024-03-22 17:35:00,38.0
*Sarvesh2799,B,2024-03-22 19:26:00,1,95,95,23,0,0,2024-03-22 18:13:00,73.0
*Savior-of-Cross,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Savior-of-Cross,B,2024-03-22 17:41:00,1,95,95,23,0,1,2024-03-22 17:38:00,3.0
*Savior-of-Cross,C,2024-03-22 17:52:00,1,95,116,44,1,1,2024-03-22 17:41:00,11.0
*Savior-of-Cross,D,2024-03-22 18:24:00,3,115,96,25,1,1,2024-03-22 17:52:00,32.0
*Savior-of-Cross,E,2024-03-22 18:37:00,1,121,128,20,2,1,2024-03-22 18:24:00,13.0
*Savior-of-Cross,F,2024-03-22 19:07:00,1,93,136,15,2,1,2024-03-22 18:37:00,30.0
*SemiPhone,A,2024-03-22 17:57:00,2,139,85,21,0,0,2024-03-22 17:35:00,22.0
*SemiPhone,B,2024-03-22 18:49:00,1,95,95,23,0,0,2024-03-22 17:57:00,52.0
*Setsuna,C,2024-03-22 18:26:00,1,95,116,44,1,1,2024-03-22 17:35:00,51.0
*Setsuna,D,2024-03-22 19:11:00,3,115,96,25,1,1,2024-03-22 18:26:00,45.0
*Shayan86,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Shayan86,B,2024-03-22 17:48:00,1,95,95,23,0,1,2024-03-22 17:38:00,10.0
*Shayan86,C,2024-03-22 18:17:00,1,95,116,44,1,1,2024-03-22 17:48:00,29.0
*Shayan86,D,2024-03-22 18:38:00,1,115,96,25,1,1,2024-03-22 18:17:00,21.0
*Shayan86,E,2024-03-22 18:54:00,1,121,128,20,2,0,2024-03-22 18:38:00,16.0
*Sidx123,A,2024-03-22 17:44:00,1,139,85,21,0,0,2024-03-22 17:35:00,9.0
*Sidx123,B,2024-03-22 18:35:00,2,95,95,23,0,0,2024-03-22 17:44:00,51.0
*Sidx123,C,2024-03-22 19:34:00,1,95,116,44,1,0,2024-03-22 18:35:00,59.0
*StarSilk,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*StarSilk,B,2024-03-22 17:43:00,1,95,95,23,0,1,2024-03-22 17:38:00,5.0
*StarSilk,C,2024-03-22 17:49:00,1,95,116,44,1,1,2024-03-22 17:43:00,6.0
*StarSilk,D,2024-03-22 18:04:00,1,115,96,25,1,1,2024-03-22 17:49:00,15.0
*StarSilk,E,2024-03-22 18:17:00,2,121,128,20,2,1,2024-03-22 18:04:00,13.0
*StarSilk,F,2024-03-22 18:39:00,1,93,136,15,2,1,2024-03-22 18:17:00,22.0
*Sugar_fan,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Sugar_fan,B,2024-03-22 17:41:00,1,95,95,23,0,1,2024-03-22 17:38:00,3.0
*Sugar_fan,C,2024-03-22 17:46:00,1,95,116,44,1,1,2024-03-22 17:41:00,5.0
*Sugar_fan,D,2024-03-22 18:09:00,2,115,96,25,1,1,2024-03-22 17:46:00,23.0
*Sugar_fan,E,2024-03-22 18:22:00,1,121,128,20,2,1,2024-03-22 18:09:00,13.0
*Sugar_fan,F,2024-03-22 19:03:00,4,93,136,15,2,1,2024-03-22 18:22:00,41.0
*TKT_YI,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
*TKT_YI,B,2024-03-22 17:48:00,1,95,95,23,0,1,2024-03-22 17:37:00,11.0
*TKT_YI,C,2024-03-22 18:01:00,1,95,116,44,1,1,2024-03-22 17:48:00,13.0
*TKT_YI,D,2024-03-22 18:09:00,1,115,96,25,1,1,2024-03-22 18:01:00,8.0
*TKT_YI,E,2024-03-22 18:25:00,1,121,128,20,2,1,2024-03-22 18:09:00,16.0
*TKT_YI,F,2024-03-22 19:15:00,4,93,136,15,2,1,2024-03-22 18:25:00,50.0
*TaahaStriver,A,2024-03-22 17:50:00,1,139,85,21,0,0,2024-03-22 17:35:00,15.0
*TaahaStriver,B,2024-03-22 18:40:00,1,95,95,23,0,0,2024-03-22 17:50:00,50.0
*TannY121,A,2024-03-22 17:55:00,1,139,85,21,0,0,2024-03-22 17:35:00,20.0
*TannY121,B,2024-03-22 19:02:00,1,95,95,23,0,0,2024-03-22 17:55:00,67.0
*Timsei,A,2024-03-22 17:44:00,2,139,85,21,0,1,2024-03-22 17:35:00,9.0
*Timsei,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:44:00,5.0
*Timsei,C,2024-03-22 18:04:00,3,95,116,44,1,1,2024-03-22 17:49:00,15.0
*Timsei,D,2024-03-22 18:27:00,3,115,96,25,1,1,2024-03-22 18:04:00,23.0
*Timsei,E,2024-03-22 19:34:00,1,121,128,20,2,0,2024-03-22 18:27:00,67.0
*TooooYoung,A,2024-03-22 17:44:00,1,139,85,21,0,0,2024-03-22 17:35:00,9.0
*TooooYoung,B,2024-03-22 18:07:00,4,95,95,23,0,0,2024-03-22 17:44:00,23.0
*TooooYoung,C,2024-03-22 18:34:00,1,95,116,44,1,0,2024-03-22 18:07:00,27.0
*TooooYoung,D,2024-03-22 18:58:00,2,115,96,25,1,0,2024-03-22 18:34:00,24.0
*TruotVOI2024_ToT,D,2024-03-22 19:02:00,2,115,96,25,1,1,2024-03-22 17:35:00,87.0
*TruotVOI2024_ToT,E,2024-03-22 19:19:00,1,121,128,20,2,1,2024-03-22 19:02:00,17.0
*Um_nik,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Um_nik,B,2024-03-22 17:42:00,1,95,95,23,0,1,2024-03-22 17:38:00,4.0
*Um_nik,C,2024-03-22 17:46:00,1,95,116,44,1,1,2024-03-22 17:42:00,4.0
*Um_nik,D,2024-03-22 17:51:00,1,115,96,25,1,1,2024-03-22 17:46:00,5.0
*Um_nik,E,2024-03-22 17:56:00,1,121,128,20,2,1,2024-03-22 17:51:00,5.0
*Um_nik,F,2024-03-22 18:12:00,1,93,136,15,2,1,2024-03-22 17:56:00,16.0
*Vectors_Master,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
*Vectors_Master,B,2024-03-22 17:44:00,1,95,95,23,0,1,2024-03-22 17:37:00,7.0
*Vectors_Master,D,2024-03-22 18:22:00,2,115,96,25,1,1,2024-03-22 17:44:00,38.0
*Vectors_Master,C,2024-03-22 18:40:00,1,95,116,44,1,1,2024-03-22 18:22:00,18.0
*Vercingetorix,A,2024-03-22 17:36:00,1,139,85,21,0,1,2024-03-22 17:35:00,1.0
*Vercingetorix,B,2024-03-22 17:41:00,1,95,95,23,0,1,2024-03-22 17:36:00,5.0
*Vercingetorix,C,2024-03-22 17:46:00,1,95,116,44,1,1,2024-03-22 17:41:00,5.0
*Vercingetorix,D,2024-03-22 17:58:00,1,115,96,25,1,1,2024-03-22 17:46:00,12.0
*Vercingetorix,E,2024-03-22 18:06:00,1,121,128,20,2,1,2024-03-22 17:58:00,8.0
*Vercingetorix,F,2024-03-22 18:46:00,2,93,136,15,2,1,2024-03-22 18:06:00,40.0
*WAtoAC2001,E,2024-03-22 18:01:00,2,121,128,20,2,1,2024-03-22 17:35:00,26.0
*WAtoAC2001,F,2024-03-22 19:06:00,1,93,136,15,2,0,2024-03-22 18:01:00,65.0
*Warrior_G,A,2024-03-22 17:43:00,1,139,85,21,0,0,2024-03-22 17:35:00,8.0
*Warrior_G,B,2024-03-22 19:18:00,2,95,95,23,0,0,2024-03-22 17:43:00,95.0
*Wizard_of_Orz,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
*Wizard_of_Orz,B,2024-03-22 17:45:00,1,95,95,23,0,1,2024-03-22 17:37:00,8.0
*Wizard_of_Orz,C,2024-03-22 17:53:00,1,95,116,44,1,1,2024-03-22 17:45:00,8.0
*Wizard_of_Orz,D,2024-03-22 19:02:00,3,115,96,25,1,1,2024-03-22 17:53:00,69.0
*Yashchandak01,A,2024-03-22 18:01:00,1,139,85,21,0,0,2024-03-22 17:35:00,26.0
*Yashchandak01,B,2024-03-22 19:25:00,1,95,95,23,0,0,2024-03-22 18:01:00,84.0
*YeoBL,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
*YeoBL,B,2024-03-22 17:53:00,1,95,95,23,0,1,2024-03-22 17:40:00,13.0
*YeoBL,C,2024-03-22 18:15:00,1,95,116,44,1,1,2024-03-22 17:53:00,22.0
*YeoBL,D,2024-03-22 18:29:00,1,115,96,25,1,1,2024-03-22 18:15:00,14.0
*YocyCraft,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*YocyCraft,B,2024-03-22 17:41:00,1,95,95,23,0,1,2024-03-22 17:38:00,3.0
*YocyCraft,C,2024-03-22 17:49:00,1,95,116,44,1,1,2024-03-22 17:41:00,8.0
*YocyCraft,D,2024-03-22 17:58:00,1,115,96,25,1,1,2024-03-22 17:49:00,9.0
*YocyCraft,E,2024-03-22 18:09:00,1,121,128,20,2,1,2024-03-22 17:58:00,11.0
*YocyCraft,F,2024-03-22 19:15:00,6,93,136,15,2,1,2024-03-22 18:09:00,66.0
*Yy-12,A,2024-03-22 17:45:00,1,139,85,21,0,0,2024-03-22 17:35:00,10.0
*Yy-12,B,2024-03-22 18:35:00,1,95,95,23,0,0,2024-03-22 17:45:00,50.0
*Zanite,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
*Zanite,B,2024-03-22 17:42:00,1,95,95,23,0,1,2024-03-22 17:38:00,4.0
*Zanite,C,2024-03-22 17:58:00,1,95,116,44,1,1,2024-03-22 17:42:00,16.0
*Zanite,D,2024-03-22 18:10:00,1,115,96,25,1,1,2024-03-22 17:58:00,12.0
*Zanite,E,2024-03-22 18:26:00,1,121,128,20,2,1,2024-03-22 18:10:00,16.0
*Zanite,F,2024-03-22 19:18:00,1,93,136,15,2,1,2024-03-22 18:26:00,52.0
*_KKN1904,A,2024-03-22 17:46:00,1,139,85,21,0,0,2024-03-22 17:35:00,11.0
*_KKN1904,B,2024-03-22 18:47:00,1,95,95,23,0,0,2024-03-22 17:46:00,61.0
*_LeMur_,A,2024-03-22 17:37:00,1,139,85,21,0,1,2024-03-22 17:35:00,2.0
*_LeMur_,B,2024-03-22 17:41:00,1,95,95,23,0,1,2024-03-22 17:37:00,4.0
*_LeMur_,C,2024-03-22 17:48:00,1,95,116,44,1,1,2024-03-22 17:41:00,7.0
*_LeMur_,D,2024-03-22 18:09:00,1,115,96,25,1,1,2024-03-22 17:48:00,21.0
*_LeMur_,E,2024-03-22 18:22:00,1,121,128,20,2,1,2024-03-22 18:09:00,13.0
*_LeMur_,F,2024-03-22 19:20:00,4,93,136,15,2,1,2024-03-22 18:22:00,58.0
*_godisgreat_07_,A,2024-03-22 18:06:00,1,139,85,21,0,0,2024-03-22 17:35:00,31.0
*_godisgreat_07_,B,2024-03-22 18:38:00,1,95,95,23,0,0,2024-03-22 18:06:00,32.0
*_kingpin_,A,2024-03-22 17:50:00,1,139,85,21,0,0,2024-03-22 17:35:00,15.0
